Referencia interna;Nombre
021220;[ATB-HEBILLA] Beconnect - Hebilla12.7x1.2mm [Acero] fibra [20 Unidades]
021221;[ATB-HERRAJETJ] Beconnect - Herraje Tipo J 5.0x12.0mm fibra [Unidad]
021521;[ATB-NAP18FAS] Beconnect - Caja de Distribucion NAP AS FQX 1*8 [Completa]
021218;[ATB-PCAA1MT] Beconnect - Patch Cord Fibra Optica UPC/UPC [Azul a Azul][1 Metro]
021219;[ATB-PCAV1MT] Beconnect - Patch Cord Fibra Optica UPC/APC [Azul a Verde][1 Metro]
021183;[ATB-PCC5COP1] Beconnect- Patch Cord UTP CAT5e (Categoria 5e) 100% Cobre (Azul) [1 Metro] [Unidad]
021184;[ATB-PCC5COP3] Beconnect- Patch Cord UTP CAT5e (Categoria 5e) 100% Cobre (Azul) [3 Metros] [Unidad]
021182;[ATB-PCC5COP] Beconnect- Patch Cord UTP CAT5e (Categoria 5e) 100% Cobre (Azul) [0,5 Metros] [Unidad]
021186;[ATB-PCC6COP1] Beconnect- Patch Cord UTP CAT6 (Categoria 6) 100% Cobre (Azul) [1 Metro] [Unidad]
021187;[ATB-PCC6COP3] Beconnect- Patch Cord UTP CAT6 (Categoria 6) 100% Cobre (Azul) [3 Metros] [Unidad]
021185;[ATB-PCC6COP] Beconnect- Patch Cord UTP CAT6 (Categoria 6) 100% Cobre (Azul) [0.5 Metros] [Unidad]
021216;[ATB-PCVV1MT] Beconnect - Patch Cord Fibra Optica APC/APC [Verde a Verde][1 Metro]
021217;[ATB-PCVV3MT] Beconnect - Patch Cord Fibra Optica APC/APC [Verde a Verde][3 Metros]
021507;[ATB-RJ456A] Beconnect - Conector RJ45 Blindado CAT6A (Categoria 6A) FTP [50 unidades]
021215;[ATB-ROSETA] Beconnect - Roseta Óptica
021210;[ATB-SPLIT16] Beconnect - Splitter de Fibra Optica [Divisor Optico] PLC 1x16 con conectores SC/APC 
021209;[ATB-SPLIT18] Beconnect - Splitter de Fibra Optica [Divisor Optico] PLC 1x8 con conectores SC/APC 
021181;[ATO-BOX42] Beconnect - Cajetin Superficial 4x2 Color Blanco [Unidad]
021222;[ATO-BOXC6] Owire - Caja de Montaje Superficial CAT6 (Categoria 6)  [Unidad]
020980;[ATO-CFO12C1KM] Owire - Cable Drop Outdoor de Fibra Optica FTTH  12 Hilos G657A1 [Bobina 1000 Metros]
020978;[ATO-CFO1C2KM] Owire - Cable Drop Outdoor de Fibra Optica FTTH  1 Hilo G657A2 [Bobina 2000 Metros]
020985;[ATO-CFO2C1KM] Owire - Cable Drop de Fibra 2 Hilos G657A2 [Bobina 1000 Metros]
020979;[ATO-CFO4C1KM] Owire - Cable Drop Outdoor de Fibra Optica FTTH  4 Hilos G657A2 [Bobina 1000 Metros]
020986;[ATO-CFO8C1KM] Owire - Cable Drop de Fibra 8 Hilos G657A2 [Bobina 1000 Metros]
021176;[ATO-CRJ45C5] Beconnect - Conector RJ45 CAT5e (Categoria 5e) [50 Unidades]
021177;[ATO-CRJ45C6] Beconnect - Conector RJ45 CAT6E (Categoria 6E) [50 Unidades]
020963;[ATO-CUC5INDCCA1] Owire - Cable UTP CAT5e (Categoria 5e) CCA Interior (Gris) [Caja 100 Metros]
020965;[ATO-CUC5INDCCA3] Owire - Cable UTP CAT5e (Categoria 5e) CCA Interior (Gris) [Caja 305 Metros]
020964;[ATO-CUC5OUTCCA1] Owire - Cable UTP CAT5e (Categoria 5e) CCA Exterior (Negro) [Caja 100 Metros]
020966;[ATO-CUC5OUTCCA3] Owire - Cable UTP CAT5e (Categoria 5e) CCA Exterior (Negro) [Bobina 305 Metros]
020967;[ATO-CUC6INDCCA1] Owire - Cable UTP CAT6 (Categoria 6) CCA Interior (Gris) [Caja 100 Metros]
020969;[ATO-CUC6INDCCA3] Owire - Cable UTP CAT6 (Categoria 6) CCA Interior (Gris) [Caja 305 Metros]
020971;[ATO-CUC6INDCOP1] Beconnect - Cable UTP CAT6 (Categoria 6) 100% Cobre Interior (Azul) [Caja 100 Metros]
020968;[ATO-CUC6OUTCCA1] Owire - Cable UTP CAT6 (Categoria 6) CCA Exterior (Negro) [Caja 100 Metros]
020970;[ATO-CUC6OUTCCA3] Owire - Cable UTP CAT6 (Categoria 6) CCA Exterior (Negro) [Bobina 305 Metros]
020972;[ATO-CUC6OUTCOP1] Beconnect - Cable UTP CAT6 (Categoria 6) 100% Cobre Exterior (Negro) [Bobina 100 Metros]
020973;[ATO-CUC6OUTCOP3] Owire - Cable UTP CAT6 (Categoria 6) 100% Cobre Exterior (Negro) [305 Metros]
021180;[ATO-FP421P] Owire - Face Plate Placa Frontal de Pared para Keystone 1 Puerto Blanco [Unidad]
021224;[ATO-PCC5CCA1] Owire - Patch Cord UTP CAT5e (Categoria 5e) (Gris) [1 Metro] [Unidad]
021225;[ATO-PCC5CCA3] Owire - Patch Cord UTP CAT5e (Categoria 5e) (Gris) [3 Metros] [Unidad]
021223;[ATO-PCC5CCA] Owire - Patch Cord UTP CAT5e (Categoria 5e) (Gris) [0,5 Metros] [Unidad]
021227;[ATO-PCC6CCA1] Owire - Patch Cord UTP CAT6 (Categoria 6) (Gris) [1 Metro] [Unidad]
021228;[ATO-PCC6CCA3] Owire - Patch Cord UTP CAT6 (Categoria 6) (Gris) [3 Metros] [Unidad]
021226;[ATO-PCC6CCA] Owire - Patch Cord UTP CAT6 (Categoria 6) (Gris) [0,5 Metro] [Unidad]
020981;[ATO-TENSORM] Owire - Gancho Tensor de Metal de Cable Drop de Fibra Optica [Unidad]
020982;[ATO-TENSORP] Owire - Gancho Tensor de Plastico de Cable Drop de Fibra Optica [Unidad]
070800;[ATY-AI1510] Beconnect - Angulo Interno para Canaleta 15x10 [Pack 6 unidades]
070801;[ATY-AI2010] Beconnect - Angulo Interno para Canaleta 20x10 [Pack 6 unidades]
070802;[ATY-AI2525] Beconnect - Angulo Interno para Canaleta 25x25 [Pack 6 unidades]
070803;[ATY-AI4016] Beconnect - Angulo Interno para Canaleta 40x16 [Pack 4 unidades]
070804;[ATY-AI4025] Beconnect - Angulo Interno para Canaleta 40x25 [Pack 4 unidades]
070795;[ATY-AP1510] Beconnect - Angulo Plano para Canaleta 15x10  [Pack 6 unidades]
070796;[ATY-AP2010] Beconnect - Angulo Plano para Canaleta 20x10 [Pack 6 unidades]
070797;[ATY-AP2525] Beconnect - Angulo Plano para Canaleta 25x25 [Pack 6 unidades]
070798;[ATY-AP4016] Beconnect - Angulo Plano para Canaleta 40x16 [Pack 4 unidades]
070799;[ATY-AP4025] Beconnect - Angulo Plano para Canaleta 40x25 [Pack 4 unidades]
070747;[ATY-CA1010] Beconnect - Canaleta PVC Multiuso con Pegamento 10x10x2000 [Unidad]
070790;[ATY-CA1510] Beconnect - Canaleta PVC Multiuso con Pegamento 15x10x2000 [Unidad]
070748;[ATY-CA2010] Beconnect - Canaleta PVC Multiuso con Pegamento 20x10x2000 [Unidad]
070791;[ATY-CA2525] Beconnect - Canaleta PVC Multiuso con Pegamento 25x25x2000 [Unidad]
070749;[ATY-CA3013] Beconnect - Canaleta PVC Multiuso con Pegamento 30x13x2000 [Unidad]
070792;[ATY-CA4016] Beconnect - Canaleta PVC Multiuso con Pegamento 40x16x2000 [Unidad]
070750;[ATY-CA4025] Beconnect - Canaleta PVC Multiuso con Pegamento 40x25x2000 [Unidad]
070793;[ATY-CAP258] Beconnect - Canaleta PVC de Piso con Pegamento 25x8x2000 [Unidad]
070838;[ATY-CAP7020N] Beconnect - Canaleta PVC de Piso con Pegamento 70x20x2000 Negro [Unidad]
070794;[ATY-CAP7020] Beconnect - Canaleta PVC de Piso con Pegamento 70x20x2000 [Unidad]
070840;[ATY-CR24060G] Beconnect - Canaleta Ranurada 40x60x2000 Gris [Unidad]
070839;[ATY-CR2525G] Beconnect - Canaleta Ranurada 25x25x2000 Gris [Unidad]
070842;[ATY-CR4040G] Beconnect - Canaleta Ranurada 40x40x2000 Gris [Unidad]
070843;[ATY-CR6060G] Beconnect - Canaleta Ranurada 60x60x2000 Gris [Unidad]
070841;[ATY-CR6080G] Beconnect - Canaleta Ranurada 60x80x2000 Gris [Unidad]
061258;[AUSDH32GUICL10-RA1] Adata - Memoria Flash 32GB microSDHC UHS-I Clase 10 con Adaptador
061260;[AUSDX128GUICL10A1-RA1] Adata - Memoria Flash 128GB microSDXC UHS-I Clase 10 con Adaptador
061261;[AUSDX256GUICL10A1-RA1] Adata - Memoria Flash 256GB microSDXC UHS-I Clase 10 con Adaptador
061262;[AUSDX512GUICL10A1-RA1] Adata - Memoria Flash 512GB microSDXC UHS-I Clase 10 con Adaptador
061259;[AUSDX64GUICL10-RA1] Adata - Memoria Flash 64GB microSDHC UHS-I Clase 10 con Adaptador
061298;[AUV128-32G-RBE] Adata - Memoria Pendrive USB DashDrive UV128 32GB USB 3.2 [Negro/Azul]
061263;[AUV128-64G-RBE] Adata - Memoria Pendrive USB DashDrive UV128 64GB USB 3.0 [Negro/Azul]
061266;[AUV150-128G-RBK (Black)] Adata - Memoria Pendrive USB DashDrive UV150 128GB USB 3.2 [Negro]
061265;[AUV150-64GB (Black)] Adata - Memoria Pendrive USB DashDrive UV150 64GB USB 3.2 [Negro]
061264;[AUV150-64GB (Red)] Adata - Memoria Pendrive USB DashDrive UV150 64GB USB 3.2 [Rojo]
061270;[AUV350-64G-RBK (Black)] Adata - Memoria USB Pendrive UV350 64GB USB 3.2 [Negro]
020773;[AW102NXT01] Nexxt - Conector RJ45 Modular CAT5e (Categoria 5e) 30 Micras Sin Blindaje [100 Unidades]
020774;[AW102NXT07] Nexxt - Conector RJ45 Modular CAT6A (Categoria 6A) XGiga Blindado [Unidad]
021511;[AW103NXT01] Nexxt - Botas Protectoras RJ45 Gris [100 Unidades]
020735;[AW103NXT02] Nexxt - Botas Protectoras RJ45 Azul [100 Unidades]
020734;[AW110NXT11] Nexxt - Conector Jack Coupler RJ45 Tipo 110 CAT5e (Categoria 5e) (Gris) [Unidad]
020733;[AW110NXT12] Nexxt - Conector Jack Coupler RJ45 Tipo 110 CAT5e (Categoria 5e) (Azul) [Unidad]
020732;[AW120NXT21] Nexxt - Conector Jack Coupler RJ45 Tipo 110 CAT6E (Categoria 6E) (Gris) [Unidad]
020730;[AW120NXT27] Nexxt - Conector Jack Coupler RJ45 Tipo 110 CAT6 (Categoria 6) (Gris) [Unidad]
021158;[AW121NXT21] Nexxt - Conector Jack Coupler RJ45 Tipo 110 CAT6E (Categoria 6E) (Gris) [Unidad]
020731;[AW121NXT22] Nexxt - Conector Jack Coupler RJ45 Tipo 110 CAT6E (Categoria 6E) (Azul) [Unidad]
021513;[AW160NXT04] Nexxt - Face Plate Placa Frontal de Pared para Keystone 4 Puertos [Blanco]
070848;[AW160NXT50] Nexxt - Tapa ciega 1 Puerto Blanco
020729;[AW190NXT06] Nexxt - Patch Panel 24 Puertos CAT5e (Categoria 5e)
020728;[AW190NXT11] Nexxt - Patch Panel 48 Puertos CAT5e (Categoria 5e)
021015;[AW191NXT06] Nexxt - Patch Panel 24 Puertos CAT6E (Categoria 6E)
020775;[AW191NXT11] Nexxt - Patch Panel 48 Puertos CAT6 (Categoria 6)
020727;[AW192NXT12] Nexxt - Patch Panel Modular Angular 24 Puertos 1U
020776;[AW192NXT41] Nexxt - Patch Panel Modular 48 Puertos 2U Marco Tipo Keystone
021831;"[AW220NXT90] Nexxt - Tapa Panel Ciego 19"" 1U [5 Unidades]"
020726;[AW220NXT95] Nexxt - Regleta Horizontal con Supresora de Picos 9 salidas para Rack
020779;[AW221NXT23] Nexxt - Rack de Piso [42U] Cerrado con Puertas Tipo Malla 600x1000mm [Negro]
020738;[AW222NXT01] Nexxt - Rack de Pared [6U] Cerrado Abatible con Puerta de Vidrio 600x550mm [Negro]
020739;[AW222NXT02] Nexxt - Rack de Pared [9U] Cerrado Abatible con Puerta de Vidrio 600x550mm [Negro]
020740;[AW222NXT03] Nexxt - Rack de Pared [12U] Cerrado Abatible con Puerta de Vidrio 600x550mm [Negro]
020780;[AW222NXT05] Nexxt - Rack de Pared [18U] Cerrado Abatible con Puerta de Vidrio 600x550mm [Negro]
020781;[AW222NXT11] Nexxt - Rack de Piso [27U] Cerrado con Puerta Frontal de Vidrio y Trasera de Malla 600x600mm [Negro]
020782;[AW222NXT13] Nexxt - Rack de Piso Cerrado con Puerta Frontal de Vidrio y Trasera de Malla 37U 600x600mm
020783;[AW222NXT14] Nexxt - Rack de Piso [42U] Cerrado con Puerta Frontal de Vidrio y Trasera de Malla 600x600mm [Negro]
020784;[AW222NXT16] Nexxt - Rack de Piso Cerrado con Puerta Frontal de Vidrio y Trasera de Malla 32U 600x800mm
020785;[AW222NXT20] Nexxt - Rack de Piso Cerrado con Puerta Frontal de Vidrio y Trasera de Malla 47U 600x1000mm
020786;[AW222NXT40] Nexxt - Rack de Pared [12U] Cerrado Fijo con Puerta de Vidrio 600x600mm [Negro]
020787;[AW222NXT42] Nexxt - Rack de Pared [18U] Cerrado Fijo con Puerta de Vidrio 600x600mm [Negro]
020788;[AW222NXT45] Nexxt - Rack de Piso Marco Abierto 2 Postes 25U
020789;[AW222NXT46] Nexxt - Rack de Piso Marco Abierto 2 Postes 45U
021709;"[AW222NXT61] Nexxt - Organizador de Cables Horizontal 19"" 1U"
021832;"[AW222NXT62] Nexxt - Organizador de Cables Horizontal 19"" 2U"
021708;[AW222NXT63] Nexxt - Organizador de Cables Vertical 7FT
021834;[AW222NXT69] Nexxt - Bandeja Deslizante  1U Ajustable en 4 Puntos
021833;"[AW222NXT70] Nexxt - Tapa Panel Ciego 19"" 1U [1 Unidad]"
020987;[AW222NXT81] Nexxt - Regleta Horizontal para Montaje en Bastidor 9 Tomas 125V 15Amp
021836;[AW223NXT12] Nexxt - Rack de Pared [6U] Cerrado con Puerta de Vidrio                600x600mm [Negro]
021835;[AW223NXT13] Nexxt - Rack de Pared [9U] Cerrado con Puerta de Vidrio 600x600mm [Negro]
020725;[AW250NXT02] Nexxt - Crimpeador Tenaza Metálica con Prensa para RJ45
020724;[AW250NXT03] Nexxt - Probador Tester para Cable de Red
020723;[AW250NXT05] Nexxt - Crimpeador Tenaza Modular con Prensa Terminal [RJ45/8P8C, RJ12/6P6C, RJ11/64C, 6P2C]
020722;[AW250NXT09] Nexxt - Pelacable Desforrador Universal de Cable UTP y Coaxial
020721;[AW250NXT11] Nexxt - Herramienta de Impacto [Hoja Doble de 88/110]
020720;"[AW250NXT18] Nexxt - Pinza de Corte Lateral 5"""
020719;[AW251NXT05] Nexxt - Kit Básico de Herramientas para Redes
020281;[AX10-ARCHER] TP-Link - Router Inalambrico WiFi Doble Banda AX1500 WiFi6 4 Antenas
021074;[AX23-ARCHER] TP-Link - Router Inalambrico WiFi Doble Banda Gigabit AX1800 WiFi6 4 Antenas
061280;[AX4U320016G16A-SBKD35G] Adata - Memoria RAM XPG Spectrix D35G DDR4 16Gb Udimm 3200Mhz 288 Pines con Led RGB
061279;[AX4U32008G16A-SBKD35G] Adata - Memoria RAM XPG Spectrix D35G DDR4 8Gb Udimm 3200Mhz 288 Pines con Led RGB
020428;[AX50-ARCHER] TP-Link - Router Inalambrico WiFi Doble Banda Gigabit AX3000 WiFi6 4 Antenas
021719;[AX53-ARCHER] TP-Link - Router Inalambrico WiFi Doble Banda Gigabit AX3000 Giga WiFi6 4 Antenas
061282;[AX5U5200C3816G-CLARBK] Adata - Memoria RAM XPG Lancer Blade DDR5 16Gb Udimm 5200Mhz 288 Pines con Led RGB
061281;[AX5U6000C4816G-SLABRBK] Adata - Memoria RAM XPG Lancer Blade DDR5 16Gb Udimm 6000Mhz 288 Pines con Led RGB
020240;[AX6000-ARCHER] TP-Link - Router Inalambrico WiFi Triple Banda Gigabit AX6000 WiFi6 8 Antenas
020627;[AX72-ARCHER] TP-Link - Router Inalambrico WiFi Doble Banda Gigabit AX5400 WiFi6 6 Antenas
020532;[AX73-ARCHER] TP-Link - Router Inalambrico WiFi Doble Banda Gigabit AX5400 WiFi6 6 Antenas
020429;[AX90-ARCHER] TP-Link - Router Inalambrico WiFi Triple Banda Gigabit AX6600 WiFi6 8 Antenas
020014;"[B-19X12-2U-L] Onlink - Bandeja 19"" Lisa 19x12 [2U] para Montaje en Rack [Negro]"
020493;"[B-19x12-1U-L] Onlink - Bandeja 19"" Lisa 19x12 [1U] para Montaje en Rack [Negro]"
020494;"[B-19x12-1U-V] Onlink - Bandeja 19"" Ventilada 19x12 [1U] para Montaje en Rack [Negro]"
020038;"[B-19x12-2U-V] Onlink - Bandeja 19"" Ventilada 19x12 [2U] para Montaje en Rack [Negro]"
020039;"[B-19x19-2P2U-L] Onlink - Bandeja 19"" Lisa 19x19 [2U] para Montaje en Rack 2 Postes [Compatible con Racks R-22U-A2P y R-42U-A2P] [Negro]"
020492;"[B-19x19-2P2U-V] Onlink - Bandeja 19"" Ventilada 19x19 [2U] para Montaje en Rack 2 Postes [Compatible con Racks R-22U-A2P y R-42U-A2P] [Negro]"
020432;"[B-19x19-4P1U-V] Onlink - Bandeja 19"" Ventilada 19x19 [1U] para Montaje en Rack 4 Postes [Compatible con Racks R-22U-A4P y R-42U-A4P] [Negro]"
021124;"[B-19x7-1U-L] Onlink - Bandeja 19"" Lisa 19x7 [1U] para Montaje en Rack [Negro]"
021242;"[B-19x7-1U-V] Onlink - Bandeja 19"" Ventilada 19x7 [1U] para Montaje en Rack [Negro]"
020040;"[B-19x7-2U-L] Onlink - Bandeja 19"" Lisa 19x7 [2U] para Montaje en Rack [Negro]"
021243;"[B-19x7-2U-V] Onlink - Bandeja 19"" Ventilada 19x7 [2U] para Montaje en Rack [Negro]"
020012;"[B-TEC/MOU] Onlink - Bandeja 19"" Lisa Teclado y Mouse para Montaje en Rack [Negro]"
070579;[B105/2-B] Igoto - Toma Corriente Doble con Tierra Serie B [Negro]
070566;[B105/2-S] Igoto - Toma Corriente Doble con Tierra Serie B [Plata]
070553;[B105/2-W] Igoto - Toma Corriente Doble con Tierra Serie B [Blanco]
070831;[B105/2U-C-W] Igoto - Toma Corriente con Tierra + USB y Tipo C Serie B [Blanco]
070584;[B1200-B] Igoto - Tapa Ciega 4x2 Serie B [Negro]
070571;[B1200-S] Igoto - Tapa Ciega 4x2 Serie B [Plata]
070558;[B1200-W] Igoto - Tapa Ciega 4x2 Serie B [Blanco]
100154;[B210-B215] Maxiprint - Toner Compatible Xerox Negro B210 B215
100156;[B250-B210-B215] Maxiprint - Unidad de Imagen DRUM Compatible Xerox 101R00664 para B205 B210 B215
070580;[B302-B] Igoto - Toma para TV Serie B [Negro]
070567;[B302-S] Igoto - Toma para TV Serie B [Plata]
070554;[B302-W] Igoto - Toma para TV Serie B [Blanco]
070577;[B316-B] Igoto - Interruptor Simple + Toma Corriente Serie B [Negro]
070564;[B316-S] Igoto - Interruptor Simple + Toma Corriente Serie B [Plata]
070551;[B316-W] Igoto - Interruptor Simple + Toma Corriente Serie B [Blanco]
100153;[B400-B405] Maxiprint - Toner Compatible Xerox Negro B400 B405
070581;[B402-B] Igoto - Toma Telefonica Serie B [Negro]
070568;[B402-S] Igoto - Toma Telefonica Serie B [Plata]
070555;[B402-W] Igoto - Toma Telefonica Serie B [Blanco]
070582;[B408-B] Igoto - Toma de Red RJ45 Serie B [Negro]
070569;[B408-S] Igoto - Toma de Red RJ45 Serie B [Plata]
070556;[B408-W] Igoto - Toma de Red RJ45 Serie B [Blanco]
070572;[B512-B] Igoto - Interruptor Simple Largo Serie B [Negro]
070559;[B512-S] Igoto - Interruptor Simple Largo Serie B [Plata]
070546;[B512-W] Igoto - Interruptor Simple Largo Serie B [Blanco]
070573;[B512S-B] Igoto - Interruptor Simple Pequeño Serie B [Negro]
070560;[B512S-S] Igoto - Interruptor Simple Pequeño Serie B [Plata]
070547;[B512S-W] Igoto - Interruptor Simple Pequeño Serie B [Blanco]
070574;[B514-B] Igoto - Interruptor Doble Largo Serie B [Negro]
070561;[B514-S] Igoto - Interruptor Doble Largo Serie B [Plata]
070548;[B514-W] Igoto - Interruptor Doble Largo Serie B [Blanco]
070575;[B514S-B] Igoto - Interruptor Doble Pequeño Serie B [Negro]
070562;[B514S-S] Igoto - Interruptor Doble Pequeño Serie B [Plata]
070549;[B514S-W] Igoto - Interruptor Doble Pequeño Serie B [Blanco]
070576;[B516-B] Igoto - Interruptor Triple Serie B [Negro]
070563;[B516-S] Igoto - Interruptor Triple Serie B [Plata]
070550;[B516-W] Igoto - Interruptor Triple Serie B [Blanco]
070583;[B5401-B] Igoto - Interruptor Timbre Serie B [Negro]
070570;[B5401-S] Igoto - Interruptor Timbre Serie B [Plata]
070557;[B5401-W] Igoto - Interruptor Timbre Serie B [Blanco]
070578;[B540S-B] Igoto - Interruptor Dimmer Serie B [Negro]
070565;[B540S-S] Igoto - Interruptor Dimmer Serie B [Plata]
070552;[B540S-W] Igoto - Interruptor Dimmer Serie B [Blanco]
020479;[BD19x241U] Onlink - Bandeja Deslizante 19x24 600mm 1U  con Tornillos y Tuercas
021884;[BE220-Archer] TP-Link - Router Inalambrico Wi-Fi 7 EasyMesh Doble Banda de 3.6 Gbps Puertos Full Gigabit BE3600 WiFi7
021885;[BE230-Archer] TP-Link - Router Inalambrico Wi-Fi 7 EasyMesh Doble Banda de 3.6 Gbps Puertos Multi-Gigabit BE3600 WiFi7
021882;[BE25-2PACK] TP-Link - Router Inalambrico Wi-Fi 7 Mesh IA Doble Banda de  3.6 Gbps 2 Puertos 2.5G BE5000 WiFi7 [2 Unidades]
021883;[BE25-3PACK] TP-Link - Router Inalambrico Wi-Fi 7 Mesh IA Doble Banda de  3.6 Gbps 2 Puertos 2.5G BE5000 WiFi7 [3 Unidades]
021886;[BE400-Archer] TP-Link - Router Inalambrico Wi-Fi 7 EasyMesh Doble Banda de 6.5 Gbps Puertos 2.5G BE6500 WiFi7
060193;[BE425M-LM] APC - UPS 425VA/255W 120V [4] NEMA 5-15R [Batería de reserva] + [2] NEMA 5-15R [Protección]
021931;[BE450-Archer] TP-Link - Router Inalámbrico Wi-Fi 7 EasyMesh Doble Banda de 7.2 Gbps Puertos 10G/2.5G BE7200 WiFi7
060376;[BE600M1-LM] APC - UPS 600VA/330W 120V [5] NEMA 5-15R [Batería de reserva] + [2] NEMA 5-15R [Protección]
060195;[BE850M2] APC - UPS 850VA/450W 120V [6] NEMA 5-15R [Batería de reserva] + [3] NEMA 5-15R [Protección]
061379;[BL1005BK] Astra - Lampara LED de Escritorio Recargable Multifuncional (Negra)
061378;[BL1005] Astra - Lampara LED de Escritorio Recargable Multifuncional (Blanca)
061675;[BL1041] Astra - Lámpara LED de Escritorio Recargable Ajustable [Negra]
061380;[BL1288] Astra - Lampara LED de Escritorio Alambrica (Blanca)
061676;[BL1321] Astra - Lámpara LED de Escritorio Alámbrica con Reloj Digital [Negra]
061674;[BL1855BK] Astra - Lámpara LED de Escritorio con Puerto de Carga USB [Negra]
060601;[BM464] Barkan - Soporte/Base Inlinada 4 Movimientos para Pantallas 13 a 90 Pulgadas 60Kg
061124;[BM5100FDW] Pantum - Impresora Laser Multifuncional WiFi Monocromatica
061314;[BS151-BK] Fantech -Corneta Groove bar PRO 2.0 10W
060955;[BT-1001] Forza - UPS 1000VA/600W 120V [8] Nema  50-60hz 
060953;[BT-601] Forza - UPS 600VA/360W 120V [8] Nema  50-60hz 
060954;[BT-751] Forza - UPS 750VA/450W 120V [8] Nema  50-60hz 
070701;[BT1212] Logan - Bateria Sellada 12V 12Ah
070702;[BT1218] Logan - Bateria Sellada 12V 18Ah
070370;[BT124.5] Logan - Bateria Sellada 12V 4.5Ah
070368;[BT1270] Logan - Bateria Sellada 12V 7Ah
070018;[BT1290] Logan - Bateria Sellada 12V 9Ah
070832;[BT520-W] Igoto - Timbre [Blanco]
061020;[BV1000] APC - UPS 1000VA/600W 120V [4] NEMA 5-15R [Batería de reserva]
061017;[BV500] APC - UPS 500VA/300W 120V [6] NEMA 5-15R [Batería de reserva]
061018;[BV650] APC - UPS 650VA/375W 120V [6] NEMA 5-15R [Batería de reserva]
061019;[BV800] APC - UPS 800VA/450W 120V [6] NEMA 5-15R [Batería de reserva]
061021;[BVX1200LLM] APC - UPS 1200VA/650W 120V [6] NEMA 5-15R [Batería de reserva]
061178;[BVX700LULM] APC - UPS 700VA/120W 120V USB  [4] NEMA  [Batería de reserva]
060590;[BVX900L-LM] APC - UPS 900VA/480W 120V [6] NEMA 5-15R [Batería de reserva]
060196;[BX1000M-LM60] APC - UPS 1000VA/600W Pantalla LCD 120V [4] NEMA 5-15R [Batería de reserva] + [4] NEMA 5-15R [Protección]
061637;[BX1500M-LM60] APC - UPS Interactivo 1500VA/900W 120V [10] 60Hz
061046;[BX1600M-LM] APC - UPS 1600VA/960W 120V [6] NEMA [Batería de reserva]
061047;[BX2000M-LM] APC - UPS 2000VA/1200W 120V [6] NEMA [Batería de reserva]
060375;[BX800L-LM] APC - UPS 800VA/400W 120V [4] NEMA 5-15R [Batería de reserva]
010145;[C100] Tapo by TP-Link - Cámara HD 1080P [2MP] WiFi
070828;[C105/2-W] Igoto - Toma Corriente Doble con Tierra Serie Clasica [Blanco]
010418;[C110] Tapo by TP-Link - Cámara HD [3MP] WiFi
070830;[C1200-W] Igoto - Tapa Ciega 4x2 Serie Clasica [Blanco]
020158;[C20-ARCHER] TP-Link - Router Inalambrico WiFi Doble Banda AC750 3 Antenas 5dBi
010144;[C200] Tapo by TP-Link - Cámara HD 1080P [2MP] WiFi Rotatoria 360°
020339;[C20W-ARCHER] TP-Link - Router Inalambrico WiFi Doble Banda AC750 3 Antenas 5dBi
010419;[C210] Tapo by TP-Link - Cámara HD [3MP] WiFi Rotatoria 360°
010484;[C220I-2.8] Vigi by TP-Link - Cámara IP Alta Definición [2Mp] Tipo Domo con IR PoE IP67 [Lente 2.8mm]
010485;[C220I-4] Vigi by TP-Link - Cámara IP Alta Definición [2Mp] Tipo Domo con IR PoE IP67 [Lente 4mm]
010665;[C225] Tapo by TP-Link - Cámara HD [2K] Inteligente de Vigilancia Rotatoria 360° Wifi
010728;[C230I-2.8] Vigi by TP-Link - Cámara IP Alta Definición [3Mp] Tipo Domo con IR PoE y 12V IP67 [Lente 2.8mm]
010486;[C230I-Mini-2.8] Vigi by TP-Link - Cámara IP Alta Definición [3Mp] Tipo Domo con IR con Audio [Lente 2.8mm]
010989;[C240-2.8] Vigi By TP-Link - Cámara IP Alta Definición [4Mp] Tipo Domo Full Color con Audio PoE y 12V IP67 [Lente 2.8mm]
010986;[C240-4] Vigi By TP-Link - Cámara IP Alta Definición [4Mp] Tipo Domo Full Color con Audio PoE y 12V IP67 [Lente 4mm]
010982;[C240I-2.8] Vigi By TP-Link - Cámara IP Alta Definición [4Mp] Tipo Domo con IR PoE y 12V IP67 [Lente 2.8mm]
010785;[C240I-4] Vigi by TP-Link - Cámara IP Alta Definición [4Mp] Tipo Domo con IR PoE y 12V IP67 [Lente 4mm]
100224;[C24YH006] Astra - Aceite Esencial Believing Men 500Ml
010981;[C250-2.8] Vigi By TP-Link - Cámara IP Alta Definición [5Mp] Tipo Domo Full Color con Audio PoE y 12V IP67 [Lente 2.8mm]
010786;[C250-4] Vigi by TP-Link - Cámara IP Alta Definición [5Mp] Tipo Domo Full Color con Audio PoE y 12V IP67 [Lente 4mm]
060911;[C270] Logitech - Cámara Webcam HD 720P 3Mp Con Microfono
010391;[C300HP-4] Vigi by TP-Link - Cámara IP Alta Definición [3Mp] Tipo Bullet con IR PoE y 12V IP67 [Lente 4mm]
010392;[C300HP-6] Vigi by TP-Link - Cámara IP Alta Definición [3Mp] Tipo Bullet con IR PoE y 12V IP67 [Lente 6mm]
060550;[C30] Fantech - WebCam Luminous con Microfono 2K 1440P
