Referencia interna;Nombre
021878;[USW-Pro-XG-48-PoE] Ubiquiti - Switch Etherlighting PoE+++ de Capa 3 de 48 Puertos de Nivel Profesional con 32 Puertos 10 GbE 16 Puertos PoE 2,5 GbE y 4 Puertos SFP28 de 25 G
021877;[USW-Pro-XG-48] Ubiquiti - Switch UniFi Capa 3 de 48 Puertos 16 Puertos 2.5 GbE 32 Puertos 10 GbE + 4 Puertos 25G SFP28 Pantalla Informativa
021873;[USW-Pro-XG-8-PoE] Ubiquiti - Switch PoE++ USW Pro XG 8 Puertos PoE Switch Capa 3 Etherlighting de 8 Puertos 10GbE (Todos PoE++) y 2 Puertos SFP+ con Disponibilidad PoE de 155W
021343;[USW-Ultra-210W] Ubiquiti - Switch PoE compacto capa 2, 8 Puertos GbE (7 con salida PoE+ y 1 con entrada PoE++)
021484;[USW-Ultra-60W] Ubiquiti - UniFi Switch Ultra 60W Administrable 8 Puertos GbE (1) Puerto POE++ IN opcional y (7) Puertos POE+ Incluye Fuente AC hasta 62W para POE
021483;[USW-Ultra] Ubiquiti - UniFi Switch Ultra Administrable 8 Puertos GbE (1) Puerto POE++ IN y (7) Puertos POE+ hasta 42W No incluye fuente/inyector
021866;[USW-WAN] Ubiquiti - Switch WAN de 10G SFP+ que enlaza dos UniFi Gateways en modo sombra hacia un único proveedor de Internet (ISP)
090339;"[UTP-G3-Touch-Wall] Ubiquiti - Teléfono VoIP Inteligente para Montaje en Pared Sistema UniFi Talk Pantalla Táctil HD de 7"" Integra Aplicaciones como UniFi Access y UniFi Protect"
021731;[UTP28SP10BU] Panduit - Patch Cord UTP CAT6 (Categoria 6) (Azul) 28 AWG Pan-Net [10ft/3M] [Unidad]
021754;[UTP28SP3BU] Panduit - Patch Cord UTP CAT6 (Categoria 6) (Azul) 28 AWG Pan-Net [3ft/1M] [Unidad]
021234;[UTP28SP7BU] Panduit - Patch Cord UTP CAT6 (Categoria 6) (Azul) 24 AWG Pan-Net [7ft/2M] [Unidad]
021851;[UTP28SP8INBU] Panduit - Patch Cord UTP CAT6 (Categoria 6) (Azul) 28 AWG Pan-Net [0,65ft/0,2M] [Unidad]
021786;[UTP28X3MBU] Panduit - Patch Cord UTP CAT6A (Categoria 6A) (Azul) 28 AWG Pan-Net [9,84ft/3M] [Unidad]
021785;[UTP28X7BU] Panduit - Patch Cord UTP CAT6A (Categoria 6A) (Azul) 28 AWG Pan-Net [7ft/2M] [Unidad]
021014;[UTP6AX3BU] Panduit - Patch Cord UTP CAT6A (Categoria 6A) (Azul) 24 AWG Pan-Net [3ft/0,90M] [Unidad]
020711;[UTP6AX7BU] Panduit - Patch Cord UTP CAT6A (Categoria 6A) (Azul) 24 AWG Pan-Net [7ft/2M] [Unidad]
021669;[UTPCH10RDY] Panduit - Patch Cord UTP CAT5e (Categoria 5e) Rojo 24 AWG Pan-Net [10ft/3M] [Unidad]
021666;[UTPCH3BUY] Panduit - Patch Cord UTP CAT5e (Categoria 5e) 24 AWG (Azul) [3ft/1M] [Unidad]
020712;[UTPCH7BUY] Panduit - Patch Cord UTP CAT5e (Categoria 5e) 24 AWG Pan-Net (Azul) [7ft/2M] [Unidad]
020713;[UTPCH7RDY] Panduit - Patch Cord UTP CAT5e (Categoria 5e) Rojo 24 AWG Pan-Net [7ft/2M] [Unidad]
021732;[UTPSP10BUY] Panduit - Patch Cord UTP CAT6 (Categoria 6) (Azul) [10ft/3M] [Unidad]
020714;[UTPSP3BUY] Panduit - Patch Cord UTP CAT6 (Categoria 6) (Azul) 24 AWG Pan-Net [3ft/1M] [Unidad]
020715;[UTPSP3RDY] Panduit - Patch Cord UTP CAT6 (Categoria 6) (Rojo) 24 AWG Pan-Net [3ft/1M] [Unidad]
020716;[UTPSP5BUY] Panduit - Patch Cord UTP CAT6 (Categoria 6) (Azul) 24 AWG Pan-Net [3ft/1.5M] [Unidad]
020717;[UTPSP5RDY] Panduit - Patch Cord UTP CAT6 (Categoria 6) (Rojo) 24 AWG Pan-Net [3ft/1.5M] [Unidad]
010429;[UVC-AI-360] Ubiquiti - Cámara Full HD de 30 FPS con Sensor CMOS de 5MP PoE Lente Ojo de Pez Ultra Gran Angular de 360 Grados
011127;[UVC-AI-PTZ-B] Ubiquiti - Cámara IP PoE++ UniFi Protect PTZ 4K [4Mp] AI Industrial Zoom Óptico 22x Visión Nocturna IR 100 Metros Reconocimiento Facial y Placas Protección IP66 Movimiento 360 [Negro]
021485;[UVC-G3-F-C] Ubiquiti - Montaje para UVC-G3-FLEX para Bajo Perfil en Falso Plafon
010666;[UVC-G3-FLEX] Ubiquiti - Cámara IP UniFi G3 1080P para Interior/Exterior 2MP con Micrófono y Vista Nocturna PoE 802.3af/at
090340;[UVC-G4 Doorbell Pro PoE Kit-White] Ubiquiti - Timbre UniFi Premium con PoE Integrado y Timbre PoE Incluido Audio Bidireccional para Instalación plug-and-play UniFi Protect iOS y Android [Blanco]
090222;[UVC-G4 Doorbell Pro PoE Kit] Ubiquiti - Timbre UniFi Premium con PoE Integrado y Timbre PoE Incluido Audio Bidireccional para Instalación plug-and-play UniFi Protect iOS y Android [Negro]
010430;[UVC-G4-PRO] Ubiquiti - Cámara IP UniFi G4 PRO Ultra HD 4K para Interior/Exterior IP67 con Micrófono y Vista Nocturna PoE 802.3af/at
010775;[UVC-G4-PTZ] Ubiquiti - Cámara PTZ con Zoom de Inclinación panorámica para exteriores 4K, 24 FPS, zoom óptico de 22x
010772;[UVC-G5-Bullet] Ubiquiti - Cámara IP UniFi G5 Bullet 2k [4Mp] 30 FPS IP55 Resistencia IK04 Micrófono Visión Nocturna IR hasta 9 mts Detecciones Inteligentes para Interior/Exterior
010871;[UVC-G5-Dome-Ultra-B] Ubiquiti - Cámara IP UniFi G5 Domo Ultra 2K (4MP) Ángulo Amplio 102.4 Visión Nocturna IR hasta 20 mts
010773;[UVC-G5-Dome] Ubiquiti - Cámara de Techo IP PoE 2K [4Mp] HD Audio Bidireccional
010872;[UVC-G5-Flex] Ubiquiti - Cámara UniFi G5 Flex 2K (4MP) HD Visión Nocturna IR hasta 6 mts
011128;[UVC-G5-PTZ-B] Ubiquiti - Cámara IP POE+ UniFi G5 PTZ 2K [4Mp] Control de Giro e Inclinación Zoom Óptico 2X Visión Nocturna IR 20 Metros Interior/Exterior [Negro]
011103;[UVC-G5-PTZ] Ubiquiti - Cámara PTZ con Zoom de Inclinación panorámica para exteriores 2K (4MP) 30 FPS, zoom óptico de 2x y Opciones deMontaje Flexibles
011125;[UVC-G5-Turret-Ultra-B] Ubiquiti - Cámara IP PoE+ 2K [4Mp] UniFi Protect G5 Turret Ultra Compacta para Exterior Ángulo 102.4 Visión Nocturna hasta 30mts Micrófono [Negro]
011051;[UVC-G5-Turret-Ultra] Ubiquiti - Cámara IP UniFi G5 Turret Ultra 2K (4MP) Ángulo Amplio 102.4 Visión Nocturna IR hasta 30 mts] Ubiquiti - Cámara IP UniFi G5 Turret Ultra 2K (4MP) Ángulo Amplio 102.4 Visión Nocturna IR hasta 30 mts
021326;[UWB-XG] Ubiquiti - Punto de Acceso WiFi UniFi Base Station XG para Exterior IP67 Alto Rendimiento en Escenarios Exigentes Tres Radios 802.11ac Wave 2 MU-MIMO 4X4 Antenas de 90 y 50 con Beamforming hasta 1500 Usuarios Puerto de 10G WiFi solo en 5 GHz
060964;[UX2X-BLACK] Fantech - Mouse Raptor Gaming [Negro]
021331;[UXG-Lite] Ubiquiti - Consola UniFi Express Gateway con 1 Puerto WAN RJ45 y 1 Puerto LAN RJ45 Ruteo Administrable a Través del Servidor UniFi Network
021486;[UXG-Max] Ubiquiti - Puerta de Enlace Max con Soporte Completo de 2.5G para Redes de Alto Rendimiento
021330;[UX] Ubiquiti - UniFi Express UX Gateway, firewall y punto de acceso todo en uno con WiFi 6
050403;[V90-IP65-6.5K] Lucerna - Lampara Vapoleta Ovalada Hermetica LED 9W 6500K Luz Fria IP65 Exteriores Borde Blanco 810lm
050405;[V90-RB-6.5K] Lucerna - Lampara Vapoleta Ovalada Hermetica LED 9W 6500K Luz Fria IP65 Exteriores Borde Blanco 810lm
050406;[V90-RN-6.5K] Lucerna - Lampara Vapoleta Ovalada Hermetica LED 9W 6500K Luz Fria IP65 Exteriores Borde Negro 810lm
050368;[VP12-IP65-6.5K] Lucerna - Lampara Vapoleta Redonda Hermetica LED 12W 6500K Luz Fria IP65 Exteriores Borde Blanco 1080lm
150022;[VP12-OVA-6.5KL] Lucerna - Lampara Vapoleta Ovalada LED 12W 6500K Luz Fria IP54 Interiores/Exteriores Borde Blanco 174mm x 87mm x 55mm
050401;[VP12-OVA-6.5KL] Lucerna - Lampara Vapoleta Ovalada LED 12W 6500K Luz Fria IP54 Interiores/Exteriores Borde Blanco 960lm
050402;[VP12-OVAL-3K] Lucerna - Lampara Vapoleta Ovalada LED 12W 3000K Luz Calida IP54 Interiores/Exteriores Borde Blanco 960lm
050364;[VP12-RED-6.5K] Lucerna - Lampara Plafon Redonda LED 12W 6500K Luz Fria IP54 Interiores/Exteriores Borde Blanco 960lm
050371;[VP18-RED-6.5K] Lucerna - Lampara Plafon Redonda LED 18W 6500K Luz Fria IP54 Interiores/Exteriores Borde Blanco 1440lm
050365;[VP25-RED-6.5K] Lucerna - Lampara Plafon Redonda LED 25W 6500K Luz Fria IP54 Interiores/Exteriores Borde Blanco 2000lm
050356;[VP6-R-6.5K] Lucerna - Lampara Vapoleta Redonda LED 6W 6500K Luz Fria IP54 Interiores/Exteriores Borde Blanco 540lm
050400;[VP8-OVAL-3K] Lucerna - Lampara Vapoleta Ovalada LED 8W 3000K Luz Calida IP54 Interiores/Exteriores Borde Blanco 640lm
050399;[VP8-OVAL-6.5K] Lucerna - Lampara Vapoleta Ovalada LED 8W 6500K Luz Fria IP54 Interiores/Exteriores Borde Blanco 640lm
050358;[VP8-RED-3K] Lucerna - Lampara Plafon Redonda LED 8W 3000K Luz Calida IP54 Interiores/Exteriores Borde Blanco 640lm
050357;[VP8-RED-6.5K] Lucerna - Lampara Plafon Redonda LED 8W 6500K Luz Fria IP54 Interiores/Exteriores Borde Blanco 640lm
050758;"[VP818RED] Lucerna - Vapoleta Redonda 18w 8"" de policarbonato resistente al agua "
020305;[VR300-ARCHER] TP-Link - Modem Router Inalambrico WiFi Doble Banda VDSL/ADSL 4 Antenas 5dBi
061152;[VX6-BLACK] Fantech - Mouse Phantom II Alámbrico [Negro]
061151;[VX6-WHITE] Fantech - Mouse Phantom II Alámbrico [Blanco]
060530;[VX7-BLACK] Fantech - Mouse Crypto Gaming [Negro]
060531;[VX7-PINK] Fantech - Mouse Crypto Gaming [Rosado]
060529;[VX7-WHITE] Fantech - Mouse Crypto Gaming [Blanco]
061571;[VX7V2-BK] Fantech - Mouse Crypto II Cableado Gaming [Negro]
061149;[VX9-BLACK] Fantech - Mouse Kanata Alámbrico [Negro]
100104;[W1103A] Maxiprint - Toner Compatible HP Negro W1103A
100091;[W1105A-C/CHIP] Maxiprint - Toner Compatible HP Negro [Con Chip] W1105A
060962;[W190-BLACK] Fantech - Mouse Silent  [Negro]
060963;[W190-WHITE] Fantech - Mouse Silent [Blanco]
061572;[W190D-BK] Fantech - Mouse Go Inalambrico [Negro]
061573;[W190D-WH] Fantech - Mouse Go Inalambrico [Blanco]
061148;[W191-BLACK] Fantech - Mouse Go Inalámbrico [Negro]
100189;[W2110A] HP - Toner Original Negro
100186;[W2111A] HP - Toner Original Cyan
100187;[W2112A] HP - Toner Original Yellow
100188;[W2113A] HP - Toner Original Magenta
061574;[W606-BK] Fantech - Mouse Go Inalambrico [Negro]
061575;[W606-BL] Fantech - Mouse Go Inalambrico [Azul]
061576;[W606-WH] Fantech - Mouse Go Inalambrico [Blanco]
061316;[W608-BK] Fantech -Mouse GO Inalambrico [Negro]
061577;[W609-BK] Fantech - Mouse GO Inalambrico [Negro]
061318;[W609-PR] Fantech -Mouse GO Inalambrico [Purpura]
061317;[W609-WH] Fantech -Mouse GO Inalambrico [Blanco]
060773;"[WD101PURP] Western Digital - Disco Duro Purple SATA III 10Tb 7200 rpm Cache 256Mb 3.5"" Videovigilancia"
061285;[WD102KFBX] Western Digital - Disco Duro RED 10TB SATA3 256MB 7200 RED NAS PRO
061163;"[WD102PURX-78] Western Digital - Disco Duro Interno Purple 10TB 7200 rpm Cache 256Mb 3.5"" Videovigilancia"
060202;"[WD10PURZ] Western Digital - Disco Duro Purple SATA III 1Tb 5400 rpm Cache 64Mb 3.5"" Videovigilancia"
060917;"[WD11PURZ] Western Digital - Disco Duro Interno Purple 1TB 5400 rpm Cache 64Mb 3.5"" Videovigilancia"
060774;"[WD121PURP] Western Digital - Disco Duro Purple SATA III 12Tb 7200 rpm Cache 256Mb 3.5"" Videovigilancia"
060775;"[WD141PURP] Western Digital - Disco Duro Purple SATA III 14Tb 7200 rpm Cache 512Mb 3.5"" Videovigilancia"
061286;[WD142KFGX] Western Digital - Disco Duro RED PRO 14TB SATA3  512MB 7200 RED NAS PRO
060769;"[WD22PURZ] Western Digital - Disco Duro Purple SATA III 2Tb 5400 rpm Cache 256Mb 3.5"" Videovigilancia"
060918;"[WD23PURZ] Western Digital - Disco Duro Interno Purple 2TB 5400 rpm Cache 64Mb 3.5"" Videovigilancia"
060770;"[WD42PURZ] Western Digital - Disco Duro Purple SATA III 4Tb 5400 rpm Cache 64Mb 3.5"" Videovigilancia"
060919;"[WD43PURZ] Western Digital - Disco Duro Interno Purple 4TB 5400 rpm Cache 256Mb 3.5"" Videovigilancia"
060771;"[WD63PURZ] Western Digital - Disco Duro Purple SATA III 6Tb 5400 rpm Cache 128Mb 3.5"" Videovigilancia"
060772;"[WD84PURZ] Western Digital - Disco Duro Purple SATA III 8Tb 5400 rpm Cache 64Mb 3.5"" Videovigilancia"
060616;[WDBU6Y0020BBK-WESN] Disco Duro Externo Western Digital 2Tb Portatil Elements
060617;[WDBU6Y0040BBK-WESN] Disco Duro Externo Western Digital 4Tb Portatil Elements
060615;[WDBUZG0010BBK-WESN] Disco Duro Externo Western Digital 1Tb Portatil Elements
060535;[WG10-BLACK] Fantech - Mouse Raigor II Inalambrico Gaming [Negro]
060534;[WG10-GREY] Fantech - Mouse Raigor II Inalambrico Gaming [Gris]
060536;[WG10-RED] Fantech - Mouse Raigor II Inalambrico Gaming [Rojo]
060961;[WG10-WHITE] Fantech - Mouse Raigor II Gaming  [Blanco]
060528;[WG11-BLACK] Fantech - Mouse Cruiser Inalambrico Gaming [Negro]
060527;[WG11-WHITE] Fantech - Mouse Cruiser Inalambrico Gaming [Blanco]
061153;[WG12-BLACK] Fantech - Mouse Raigor III Inalámbrico [Negro]
061105;[WG12R-BEIGE] Fantech - Mouse Raigor III Inalámbrico Gaming [Beige]
061106;[WG12R-BLACK] Fantech - Mouse Raigor III Inalámbrico Gaming [Negro]
061104;[WG12R-GREY] Fantech - Mouse Raigor III Inalámbrico Gaming [Gris]
061321;[WG12RS-BK] Fantech -Mouse Raigor III Inalambrico [Negro]
061320;[WG12RS-WH] Fantech -Mouse Raigor III Inalambrico [Blanco]
061580;[WG13E-BK] Fantech - Mouse Tanto E Inalambrico con Dock de Carga Gaming [Negro]
061578;[WG13E-PK] Fantech - Mouse Tanto E Inalambrico con Dock de Carga Gaming [Rosado]
061579;[WG13E-WH] Fantech - Mouse Tanto E Inalambrico con Dock de Carga Gaming [Blanco]
061453;[WG7V2-BK] Fantech -Mouse Crypto II Inalambrico [Negro]
061452;[WG7V2-WH] Fantech - Mouse Crypto II Inalambrico [Blanco]
061150;[WG9-BLACK] Fantech - Mouse Kanata Inalámbrico [Negro]
061319;[WG9-WH] Fantech -Mouse Kanata Inalambrico [Blanco]
061294;[WG9S-GREY] Fantech - Mouse Kanata Inalámbrico [Gris]
060922;[WGC2-BLACK] Fantech - Mouse Venom II WGC2 Gaming [Negro]
060920;[WGC2-PINK] Fantech - Mouse Venom II WGC2 Gaming [Rosado]
060921;[WGC2-WHITE] Fantech - Mouse Venom II WGC2 Gaming [Blanco]
061073;[WGC3-BLACK] Fantech - Mouse Crypto Inalámbrico Negro
061072;[WGC3-WHITE] Fantech - Mouse Crypto Inalámbrico Blanco
061107;[WGC5S-BLACK] Fantech - Mouse Blake Inalámbrico Gaming [Negro]
061108;[WGC5S-WHITE] Fantech - Mouse Blake Inalámbrico Gaming [Blanco]
061145;[WGP13-BLUE] Fantech - Gamepad Shooter II Inalámbrico [Azul]
061146;[WGP13-WHITE] Fantech - Gamepad Shooter II Inalámbrico [Blanco]
061293;[WGP13S-GREY] Fantech - Gamepad Shooter III Inalámbrico [Gris]
061561;[WGP13S-PINK] Fantech - Gamepad Shooter III Inalámbrico [Rosado]
061563;[WGP13X-BLACK] Fantech - Gamepad Shooter III X Inalámbrico [Negro]
061562;[WGP13X-WHITE] Fantech - Gamepad Shooter III X Inalámbrico [Blanco]
061560;[WGP14V2-ATOMIC] Fantech - Gamepad Nova Pro Inalámbrico [Atomic]
061556;[WGP15V2-BLACK] Fantech - Gamepad Eos Pro II Inalámbrico [Negro]
061555;[WGP15V2-WHITE] Fantech - Gamepad Eos Pro II Inalámbrico [Blanco]
061553;[WGP15V2S-GEMINUS] Fantech - Gamepad Eos Pro II S Inalámbrico [Geminus]
061554;[WGP15V2S-STAR.TWO] Fantech - Gamepad Eos Pro II S Inalámbrico [Star.Two]
061559;[WGP16-BLACK] Fantech - Gamepad Nova II Inalámbrico [Negro]
061558;[WGP16-GREY] Fantech - Gamepad Nova II Inalámbrico [Gris]
061557;[WGP16-WHITE] Fantech - Gamepad Nova II Inalámbrico [Blanco]
060520;[WH01] Fantech - Audifonos Inalambrico Gaming
061308;[WH02S-BK] Fantech - Audifonos GO Air Inalambricos [Negros]
061512;[WH05-BG] Fantech - Audifonos Inalámbricos GO Vibe [Beige]
061113;[WH05-BLACK] Fantech - Audifonos Inalámbricos GO Vibe Negro
061069;[WH05-BLUE] Fantech - Audifonos Inalámbricos GO Vibe Azul
061114;[WH05-PINK] Fantech - Audifonos Inalámbricos GO Vibe Rosado
061310;[WH06-BG] Fantech - Audifonos GO Tune Inalambricos [Beige]
061311;[WH06-DGY] Fantech - Audifonos GO Tune Inalambricos [Gris Oscuro]
061446;[WH07A-BK] Fantech - Audifonos GO Flow Inalambricos [Negros]
061309;[WH07A-GY] Fantech - Audifonos GO Flow Inalambricos [Gris]
060958;[WHG01-BLACK] Fantech - Audifonos Tamago Gaming Headset  [Negro]
060959;[WHG01-WHITE] Fantech - Audifonos Tamago Gaming Headset  [Blanco]
061360;[WHG02-BK] Fantech - Audifonos Harmony Inalambricos [Negro]
061361;[WHG02-WH] Fantech - Audifonos Harmony Inalambricos [Blanco]
061362;[WHG02P-BL] Fantech - Audifonos Harmony Inalambricos [Azul Dark]
061364;[WHG03P-GY] Fantech - Audifonos Studio PRO Inalambricos [Gris]
061363;[WHG03P-WH] Fantech - Audifonos Studio PRO Inalambricos [Blanco]
061448;[WHG04-BK] Fantech - Audifonos Tamago II Inalambricos [Negro]
061447;[WHG04-WH] Fantech - Audifonos Tamago II Inalambricos [Blanco]
021002;[WHW0102] Linksys - Router Inalambrico WiFi Mesh Doble Banda AC1300 [2 Unidades]
061177;[WK895-BEIGE] Fantech - Teclado+Mouse Go Inalámbrico [Beige]
061174;[WK895-BLACK] Fantech - Teclado+Mouse Go Inalámbrico [Negro]
061176;[WK895-BLUE] Fantech - Teclado+Mouse Go Inalámbrico [Azul]
061175;[WK895-GREY] Fantech - Teclado+Mouse Go Inalámbrico [Gris]
021893;[WM-144-5] Siemon - Organizador de Cables Horizontal de 1 Cara [Negro]
020456;[WM6404] Onlink - Rack de Pared [4U] Cerrado Fijo 600x450x280mm con 3 Cerraduras y Puerta de Vidrio [Negro]
020457;[WM6406] Onlink - Rack de Pared [6U] Cerrado Fijo 600x 450x368mm con 3 Cerraduras y Puerta de Vidrio [Negro]
020458;[WM6409] Onlink - Rack de Pared [9U] Cerrado Fijo 600x450x501mm con 3 Cerraduras y Puerta de Vidrio [Negro]
020459;[WM6412] Onlink - Rack de Pared [12U] Cerrado Fijo 600x450x635mm con 3 Cerraduras y Puerta de Vidrio [Negro]
020901;[WM6415] Onlink - Rack de Pared [15U] Cerrado Fijo 600x450x769mm con 3 Cerraduras y Puerta de Vidrio [Negro]
020902;[WM6418] Onlink - Rack de Pared [18U] Cerrado Fijo 600x450x901mm con 3 Cerraduras y Puerta de Vidrio [Negro]
021145;[WMG6504-550] Onlink - Rack de Pared [4U] Cerrado Abatible 600x550x280mm con 3 Cerraduras y Puerta de Vidrio [Negro]
020460;[WMG6506-550] Onlink - Rack de Pared [6U] Cerrado Abatible 600x550x368mm con 3 Cerraduras y Puerta de Vidrio [Negro]
020461;[WMG6509-550] Onlink - Rack de Pared [9U] Cerrado Abatible 600x550x501mm con 3 Cerraduras y Puerta de Vidrio [Negro]
020462;[WMG6512-550] Onlink - Rack de Pared [12U] Cerrado Abatible 600x550x635mm con 3 Cerraduras y Puerta de Vidrio [Negro]
021146;[WMG6515-550] Onlink - Rack de Pared [15U] Cerrado Abatible 600x550x769mm con 3 Cerraduras y Puerta de Vidrio [Negro]
021236;[WMP1E] Panduit - Organizador Horizontal 2RU [Front/Back]
021768;[WMPSE] Panduit - Organizador Horizontal 1RU [Front/Back]
020718;[WMPV22E] Panduit - Organizador de Cables Vertical Dual PVC 22U 1054x125x306mm NetRunner
061315;[WMV21C-BK] Fantech -Microfono Leviosa Air Inalambrico
060875;[WP-1000VA] Wireplus - UPS Interactivo 1000VA 600W con Pantalla LCD 120V [4] Tomas
021378;[WP-1005G]  Wireplus - Switch de Escritorio de 5 Puertos a Gigabit
021380;[WP-1008G]  Wireplus - Switch de Escritorio de 8 Puertos a Gigabit
021377;[WP-105P] Wireplus - Switch de Escritorio de 5 Puertos a  a 10/100 Mbps
021379;[WP-108P] Wireplus - Switch de Escritorio de 8 Puertos a  a 10/100 Mbps
061120;[WP-1200-720W] Wireplus - UPS Interactivo 1200VA 720W con Pantalla LCD 120V [6] Tomas
061121;[WP-1500-900W] Wireplus - UPS Interactivo 1500VA 900W con Pantalla LCD 120V [6] Tomas
060876;[WP-1500VA] Wireplus - UPS Interactivo 1500VA 900W con Pantalla LCD 120V [4] Tomas
060877;[WP-2000VA] Wireplus - UPS Interactivo 2000VA 1200W con Pantalla LCD 120V [4] Tomas
060878;[WP-3000VA] Wireplus - UPS Interactivo 3000VA 1800W con Pantalla LCD 120V [4] Tomas
061118;[WP-600-360W] Wireplus - UPS Interactivo 600VA 360W con Pantalla LCD 120V [4] Tomas
060874;[WP-750VA] Wireplus - UPS Interactivo 750VA 380W con Pantalla LCD 120V [4] Tomas
061119;[WP-800-480W] Wireplus - UPS Interactivo 800VA 480W con Pantalla LCD 120V [4] Tomas
020096;[WP-ADSL-01] Wireplus - Filtro ADSL
070883;[WP-BADHE-20] Wireplus - Base Adhesiva Plástica para Amarrar Cables 20mm x 20mm [Negro] [100 Unidades]
070884;[WP-BADHE-30] Wireplus - Base Adhesiva Plástica para Amarrar Cables 30mm x 30mm [Negro] [100 Unidades]
070885;[WP-BADHE-40] Wireplus - Base Adhesiva Plástica para Amarrar Cables 40mm x 40mm [Negro] [100 Unidades]
070228;[WP-BAT12V-100A-G] Wireplus - Bateria Sellada Acido-Plomo 12V 100Ah
070372;[WP-BAT12V-12A] Wireplus - Bateria Sellada Acido-Plomo 12V 12Ah
070229;[WP-BAT12V-150A-G] Wireplus - Bateria Sellada Acido-Plomo 12V 150Ah
070377;[WP-BAT12V-200A-G] Wireplus - Bateria Sellada Acido-Plomo 12V 200Ah
070367;[WP-BAT12V-4.5A] Wireplus - Bateria Sellada Acido-Plomo 12V 4.5Ah
070022;[WP-BAT12V-7A] Wireplus - Bateria Sellada Acido-Plomo 12V 7Ah
070369;[WP-BAT12V-9A] Wireplus - Bateria Sellada Acido-Plomo 12V 9Ah
080002;[WP-BAT6V-4.5A] Wireplus - Bateria Sellada Acido-Plomo 6V 4.5Ah
021850;[WP-BLANKC] Wireplus - Tapa Ciega para Puerto de Patch Panel Modular [Negro]
070807;[WP-BRACKET-AC] Wireplus - Base para Aire Acondicionado hasta 120Kg 365x450mm de 9.000 hasta 18.000 BTU
090018;[WP-BRAZO-60KG] Wireplus - Brazo Hidraulico para Puerta 60KG
020042;[WP-BTRJ-BLACK] Wireplus - Botas Protectoras RJ45 Color Negro [100 Unidades]
020107;[WP-BTRJ-BLUE] Wireplus - Botas Protectoras RJ45 Color Azul [100 Unidades]
020109;[WP-BTRJ-GRAY] Wireplus - Botas Protectoras RJ45 Color Gris [100 Unidades]
020043;[WP-BTRJ-GREEN] Wireplus - Botas Protectoras RJ45 Color Verde [100 Unidades]
020044;[WP-BTRJ-RED] Wireplus - Botas Protectoras RJ45 Color Roja [100 Unidades]
020106;[WP-BTRJ-WHITE] Wireplus - Botas Protectoras RJ45 Color Blanco [100 Unidades]
020041;[WP-BTRJ-YELLOW] Wireplus - Botas Protectoras RJ45 Color Amarilla [100 Unidades]
070001;[WP-CANA1010-2M-10UND] Wireplus - Canaleta PVC Multiuso con Pegamento 10x10x2000 [10 Unidades]
070002;[WP-CANA2010-2M-10UND] Wireplus - Canaleta PVC Multiuso con Pegamento 20x10x2000 [10 Unidades]
070003;[WP-CANA2414-2M-10UND] Wireplus - Canaleta PVC Multiuso con Pegamento 24x14x2000 [10 Unidades]
070220;[WP-CANA2414-2M-1UND] Wireplus - Canaleta PVC Multiuso con Pegamento 24x14x2000 [Unidad]
070004;[WP-CANA3013-2M-10UND] Wireplus - Canaleta PVC Multiuso con Pegamento 30x13x2000 [10 Unidades]
070221;[WP-CANA3013-2M-1UND] Wireplus - Canaleta PVC Multiuso con Pegamento 30x13x2000 [Unidad]
070021;[WP-CANA4025-2M-10UND] Wireplus - Canaleta PVC Multiuso con Pegamento 40x25x2000 [10 Unidades]
020045;[WP-CBL-TLF-100M] Wireplus - Cable Telefonico Plano [Bobina 100 Metros]
020141;[WP-CBL-TLF-10M] Wireplus - Cable Telefonico Plano [10 Metros]
020142;[WP-CBL-TLF-20M] Wireplus - Cable Telefonico Plano [20 Metros]
020143;[WP-CBL-TLF-30M] Wireplus - Cable Telefonico Plano [30 Metros]
020140;[WP-CBL-TLF-5M] Wireplus - Cable Telefonico Plano [5 Metros]
090008;[WP-CERRMAG-12V] Wireplus - Cerradura Electromagnetica 2 Cables 600Lbs
070752;[WP-CINTAV-B12X20-100UND] Wireplus - Cinta Velcro Negra 20cm [100 Unidades]
070024;[WP-CINTAV-B12X20-10UND] Wireplus - Cinta Velcro Negra 20cm [10 Unidades]
070751;[WP-CINTAV-W12X20-100UND] Wireplus - Cinta Velcro Blanco 20cm [100 Unidades]
070020;[WP-CINTAV-W12X20-10UND] Wireplus - Cinta Velcro Blanco 20cm [10 Unidades]
020153;[WP-CON-UY2] Wireplus - Union Empalme UY [100 Unidades]
020311;[WP-CRIM-HEX] Wireplus - Herramienta Coaxial Hexagonal
080210;[WP-F12V-10AMP] Wireplus - Fuente de Alimentación/Poder Conmutada Regulada Universal de 12V 10Amp
080211;[WP-F12V-20AMP] Wireplus - Fuente de Alimentación/Poder Conmutada Regulada Universal de 12V 20Amp
080213;[WP-FDP18C-20AMP] Wireplus - Fuente de Alimentación/Poder 18 Canales 12V 20Amp
080212;[WP-FDP9C-10AMP] Wireplus - Fuente de Alimentación/Poder 9 Canales 12V 10Amp
070007;[WP-FP01-WHITE-10UND] Wireplus - Face Plate Placa Frontal de Pared para Keystone 1 Puerto Blanco [10 Unidades]
070216;[WP-FP01-WHITE] Wireplus - Face Plate Placa Frontal de Pared para Keystone 1 Puerto Blanco [Unidad]
070008;[WP-FP02-WHITE-10UND] Wireplus - Face Plate Placa Frontal para Keystone 2 Puertos Blanco [10 Unidades]
